Loci	ips
Atpbd4	8.19962
Atpif1	10.4885
Atrx	8.52587
Atxn2	7.68764
Atxn2l	8.446
Atxn3	7.16363
Atxn7l2	6.36246
Atxn7l4	6.61311
Aup1	8.34589
Aurka	10.0414
Aurkc	8.59805
Auts2	6.19277
Aven	8.41935
Avil	5.51927
Axin1	7.60377
Axl	7.72484
Axud1	8.33801
Aytl2	8.16696
Azgp1	5.22366
Azi1	7.73448
Azi2	8.16441
Azin1	9.48951
B020006M18Rik	7.26594
B130050I23Rik	5.63074
B230118G17Rik	9.16123
B230118H07Rik	7.03439
B230208H17Rik	7.66064
B230217C12Rik	6.60338
B230219D22Rik	9.2494
B230312A22Rik	7.00065
B230317C12Rik	6.93607
B230339M05Rik	7.02856
B230380D07Rik	6.1987
B230396O12Rik	5.63312
B3galnt1	7.34262
B3galnt2	6.88528
B3galt4	6.8461
B3galt5	5.1856
B3galtl	6.77957
B3gat3	6.95789
B3gnt1	6.8457
B3gnt2	8.43462
B3gnt5	8.33718
B3gnt7	8.46745
B430203M17Rik	6.93103
B4galnt4	8.09521
B4galt1	8.30418
B4galt3	8.25596
B4galt6	7.67934
B630005N14Rik	8.22901
B930006L02Rik	7.28602
B930041F14Rik	6.86629
BB146404	6.24429
BC002059	7.00799
BC002216	7.0565
BC003266	8.6012
BC003267	8.17106
BC003324	7.97167
BC003331	7.74135
BC003940	8.08706
BC003993	9.13583
BC004004	8.83375
BC004728	8.2314
BC005537	9.45016
BC005624	8.46916
BC006662	6.61871
BC008155	8.28818
BC008163	7.7146
BC010787	8.64984
BC011248	8.71993
BC012278	7.53003
BC013529	7.21582
BC013712	5.58008
BC017612	6.14222
BC018242	6.59733
BC018371	6.93644
BC019943	6.78824
BC020002	7.66426
BC020077	6.6686
BC021381	7.84343
BC021395	8.4671
BC021523	6.46639
BC021611	6.72958
BC021614	6.45474
BC022224	6.73957
BC022623	8.1597
BC022651	6.00997
BC023055	7.75747
BC023744	6.21433
BC023882	9.4814
BC024479	8.01252
BC024814	7.41712
BC024868	7.85442
BC026374	5.82575
BC026585	6.1132
BC026682	5.52786
BC027231	7.68403
BC028440	6.94041
BC028528	6.97409
BC030440	7.18531
BC030867	7.67515
BC031181	9.90856
BC031748	5.57839
BC031781	8.72874
BC031853	7.49826
BC033915$BC033915	6.80676
BC035295	7.69669
BC036313	5.47225
BC037034	6.68768
BC037112	7.48059
BC038156	8.33032
BC038286	7.8103
BC039093	6.77217
BC043098	7.86491
BC043118	6.81681
BC046331	7.67601
BC048403	6.89536
BC048651	6.08821
BC049806	6.98386
BC049807	7.09779
BC050210	6.92568
BC051227	9.06732
BC052040	8.51245
BC055324	9.02629
BC056474	8.65892
BC057079	7.85652
BC057552	8.56281
BC057627	7.52055
BC057893	7.79171
BC060631	7.78116
BC067068	8.15371
BC087945	8.16748
BC088983	8.48237
BC089491	5.96221
Baalc	5.15564
Bach1	8.47371
Bad	7.46494
Bag2	6.8257
Bag3	8.54316
Bag4	8.61928
Bag5	7.99459
Bahcc1	7.39055
Bai1	6.38988
Baiap2l1	6.75967
Bak1	8.00038
Bambi	7.7332
Banp	7.66219
Bat2	9.31924
Bat3	9.0686
Bat4	7.61718
Bat5	7.4671
Batf	5.85321
Baz1b	8.14253
Baz2a	7.94316
Bbc3	8.69528
Bbs2	7.79087
Bbs5	7.31566
Bbs9	6.13245
Bbx	7.39787
Bcam	8.30623
Bcap29	9.07919
Bcar1	7.73911
Bcar3	8.38683
Bcat2	8.75318
Bcdin3d	7.18378
Bckdha	9.12273
Bckdk	8.71564
Bcl10	8.46102
Bcl2l1	7.58885
Bcl2l11	7.52167
Bcl2l13	7.68712
Bcl2l14	6.13806
Bcl2l2	6.76471
Bcl3	8.65549
Bcl7b	7.41281
Bcl7c	7.17697
Bcl9	6.58085
Bclaf1	9.93958
Bcor	6.70089
Bcr	6.73252
Bcs1l	8.18249
Bdh1	7.71922
Bdh2	7.26486
Bdnf	6.45019
Bdp1	8.1439
Becn1	8.37973
Best1	6.19417
Bet1	7.69392
Bet1l	7.76349
Bfar	7.56093
Bhlhb5	5.57038
Bicc1	6.35596
Bicd2	7.34207
Bid	8.38793
Bin3	8.11285
Birc2	8.83669
Birc4	7.86998
Birc6	7.95029
Bivm	7.26212
Blcap	8.16778
Blm	9.85351
Blmh	9.18544
Blnk	7.14151
Bloc1s3	7.17384
Blvra	8.05273
Blzf1	7.35882
Bmi1	7.96284
Bmp1	5.76934
Bmp10	5.86715
Bmp4	8.61572
Bmpr1a	8.00565
Bmpr2	7.83392
Bmyc	8.10339
Bnc2	7.49551
Bnip1	7.64324
Bnip2	8.37365
Bok	7.8548
Bola1	8.79214
Bop1	8.98697
Bpgm	7.16916
Bphl	7.2562
Bpnt1	8.36945
Braf	7.13903
Brap	7.10781
Brca1	8.58967
Brcc3	8.71013
Brd3	8.48125
Brd4	9.25842
Brd8	8.26196
Brd9	8.16453
Brf1	7.02532
Brf2	8.10288
Bri3bp	7.70812
Brms1	7.29599
Brms1l	7.53243
Brp16	7.88473
Brp44	8.82338
Brpf3	7.50934
Brs3	4.75456
Brsk1	8.11664
Brunol4	7.04022
Brwd1	7.6517
Brwd2	8.86708
Brwd3	6.99933
Bsdc1	7.44383
Bsnd	5.40247
Btbd1	9.29156
Btbd11	8.15383
Btbd12	7.42985
Btbd14a	5.84451
Btbd14b$Btbd14b	8.07635
Btbd3	7.24588
Btbd6	6.34472
Btbd7	7.46038
Btbd9	6.40798
Btf3l4	9.44186
Btg2	8.67699
Btnl2	5.4575
Btrc	7.52208
Bub1b	9.92742
Bub3	7.36177
Bud13	7.9965
Bxdc1	8.35059
Bxdc2	10.9996
Bxdc5	8.43534
Bysl	9.69593
C030011O14Rik	7.45733
C030019F02Rik	6.70861
C030046I01Rik	7.41702
C030048B08Rik	8.06723
C130022K22Rik	7.8763
C130032J12Rik	10.0081
C130034I18Rik	5.77696
C130069I09Rik	8.51083
C1galt1c1	7.74297
C1qdc2	6.9491
C1qtnf5	6.6953
C230078M08Rik	5.50876
C230096C10Rik	7.99366
C330002I19Rik	6.9684
C330006K01Rik	6.17996
C330016O10Rik	8.36988
C330019G07Rik	8.33214
C330023M02Rik	9.3884
C430004E15Rik	6.88032
C430014K11Rik	8.82719
C4b	5.66663
C530028I08Rik	8.08358
C530028O21Rik	6.3937
C530043G21Rik$C530043G21Rik	6.7215
C530044N13Rik	6.99695
C6	5.1928
C630004H02Rik	5.54838
C630028N24Rik	5.73507
C730025P13Rik	7.09535
C77080	8.28591
C77370	7.14279
C79267	6.81132
C79407	9.63016
C85492	6.86502
C920016K16Rik	5.8292
Cab39	8.71232
Cabc1	6.86256
Cables2	6.9077
Cabp2	5.35127
Cacnb3	6.4374
Cacng2	5.80546
Cacng7	7.24416
Cad	8.83658
Cadm1	7.74234
Cadm4	6.99357
Calb2	6.29237
Calca	8.24454
Calcoco1	6.6566
Calcoco2	7.68179
Cald1	8.68278
Calu	9.65427
Camk1d	6.68481
Camk2b	6.17621
Camk2g	7.79224
Camk2n1	7.33319
Camkk1	5.80599
Camkv	5.93576
Caml	8.1215
Camsap1l1	7.44391
Camta1	6.44896
Cant1	7.30456
Canx	10.2272
Capg	7.83625
Capn1	7.22022
Capn10	6.88624
Capn11	6.2168
Capn12	6.24394
Capn5	6.93209
Capn6	5.44508
Capn7	8.59651
Caprin2	8.14281
Capsl	6.5916
Car13	5.73766
Car15	5.37604
Car3	5.90523
Car4	7.02877
Card10	7.79908
Card14	5.40119
Carhsp1	8.47177
Cars	8.7261
Casc3	8.27717
Casc5	8.15953
Casd1	6.78011
Cask	7.41478
Caskin2	6.79706
Casp2	7.81908
Casp3	8.3264
Casp6	6.82182
Casp7	6.31335
Casp8	6.566
Cast	7.36214
Cav2	6.08918
Cbara1	6.68718
Cbfa2t2	8.38927
Cbl$Cbl	8.10247
Cblb	6.84712
Cblc	6.28006
Cbll1	8.51968
Cbln1	5.99318
Cbr1	8.82476
Cbs	6.50025
Cbwd1	8.87414
Cbx2	7.25633
Cbx4	6.04713
Cbx5	9.27777
Cbx6	8.42064
Cbx7	8.48285
Cby1	7.90707
Cc2d1a	6.89961
Cc2d1b	7.27696
Ccar1	9.61669
Ccbl2	8.08094
Ccdc100	8.54553
Ccdc101$Ccdc101	8.38106
Ccdc102a	6.65041
Ccdc106	5.98287
Ccdc109a	7.33027
Ccdc111	6.67704
Ccdc115	8.46857
Ccdc117	8.00295
Ccdc12	6.76884
Ccdc120	6.65528
Ccdc123	7.12981
Ccdc124	8.62629
Ccdc126	7.04673
Ccdc127	7.60052
Ccdc128	8.23635
Ccdc13	6.53777
Ccdc131	8.06763
Ccdc132	8.08859
Ccdc137	7.6304
Ccdc139	8.81618
Ccdc14	7.33778
Ccdc16	7.75725
Ccdc21	6.83962
Ccdc3	7.06601
Ccdc32	7.67977
Ccdc34	7.10626
Ccdc41	7.51766
Ccdc43	7.62281
Ccdc47	8.58893
Ccdc49	6.80852
Ccdc50	6.99372
Ccdc51	6.37007
Ccdc52	7.15124
Ccdc53	8.12358
Ccdc55	8.5702
Ccdc56	8.63404
Ccdc58	9.95522
Ccdc59	7.87922
Ccdc64	6.31661
Ccdc66	7.52483
Ccdc71	8.9471
Ccdc76	6.05786
Ccdc77	8.06641
Ccdc80	8.15124
Ccdc85b	7.50106
Ccdc86	7.7796
Ccdc88a	6.81778
Ccdc88c	6.62093
Ccdc91	6.30916
Ccdc92	7.52902
Ccdc94	6.55291
Ccdc95	8.64507
Ccdc97	6.7708
Ccdc98	6.70674
Cchcr1	6.9451
Cckbr	5.47974
Ccl2	7.15287
Ccl20	5.77801
Ccl24	5.43874
Ccl27	6.2521
Ccl4	5.41976
Ccl7	5.86329
Ccm2	8.97113
Ccnc	7.49657
Ccndbp1	8.81068
Ccne2	7.34496
Ccng2	8.02014
Ccnk	7.26977
Ccnl1	9.05362
Ccnl2	8.75945
Ccno	7.2877
Ccnt1	8.536
Ccnt2	8.07862
Ccny	7.61067
Ccpg1	7.94968
Ccr10	5.60572
Cd109	6.56678
Cd151	7.70728
Cd163l1	6.11575
Cd1d1	6.72917
Cd248	7.09537
Cd276	7.5259
Cd2ap	8.47937
Cd2bp2	8.68008
Cd300d	6.10167
Cd300lf	5.04021
Cd302	6.54885
Cd320	8.41381
Cd38	7.01544
Cd3e	6.32644
Cd3eap	7.54431
Cd47	6.88815
Cd55	6.38778
Cd59a	6.8328
Cd7	5.37545
Cd74	5.68767
Cd82	6.43292
Cd8b1$2410014A08Rik	8.27771
Cd97	8.84628
Cd99	6.42573
Cda	5.24946
Cdc14b	8.51805
Cdc16	8.91914
Cdc23	7.86224
Cdc25a	8.85802
Cdc25b	7.54737
Cdc25c	7.72704
Cdc26	8.45604
Cdc27	8.21615
Cdc2l5	7.65597
Cdc2l6	6.70061
Cdc37l1	8.03311
Cdc42bpb	8.12791
Cdc42ep1	5.90653
Cdc42ep2	6.7241
Cdc42ep3	7.63929
Cdc42ep4	7.49256
Cdc42ep5	7.3016
Cdc42se1	8.42016
Cdc45l	7.68596
Cdc7	8.00468
Cdc73	8.03767
Cdca4	9.71561
Cdca7	9.50158
Cdca7l	8.02459
Cdca8	9.6461
Cdh11	7.8069
Cdh15	5.73803
Cdh2$Cdh2	6.51789
Cdipt	8.86033
Cdk10	7.66567
Cdk2	8.50083
Cdk2ap2	8.07929
Cdk5	7.19195
Cdk5rap1	8.73644
Cdk6	6.85168
Cdk9	9.8364
Cdkal1	6.743
Cdkn1a	9.66438
Cdkn1b	8.08436
Cdkn1c	7.76162
Cdkn2a	7.5075
Cdkn2b	7.78585
Cdkn2d	8.15108
Cdo1	6.74678
Cdon	6.42737
Cdr2	8.18755
Cdr2l	7.35245
Cds2	7.68199
Cdyl2	7.96572
Ceacam1	7.17891
Cebpa	5.91247
Cebpb	8.36853
Cebpd	7.26932
Cebpg	7.21516
Cebpz	9.503
Ceecam1	6.4078
Celsr1	6.52843
Celsr2	5.7468
Cenpb	7.90509
Cenpc1	9.03591
Cenpe	8.92822
Cenph	9.45542
Cenpi	8.71136
Cenpj	7.18926
Cenpk	8.67181
Cenpl	7.61823
Cenpp	8.57655
Cenpq	8.77891
Cenpt	9.66235
Centa1	8.40855
Centa2	5.82586
Centb2	8.41026
Centb5	7.0053
Centd2	6.29047
Centg2	6.71246
Centg3	6.64321
Cep135	5.98093
Cep152	6.78994
Cep164	7.25064
Cep170	6.94283
Cep27	8.0336
Cep55	9.81847
Cep57	9.02543
Cep68	7.46236
Cep70	6.84182
Cep72	6.7675
Cep76	7.39508
Cep78	7.69304
Cept1	9.23539
Cetn4$Cetn4	6.144
Cfl2	8.93506
Cggbp1	10.165
Cgnl1$Cgnl1	5.91724
Cgrrf1	6.17774
Ch25h	5.11935
Chac1	8.84298
Chac2	7.35539
Chaf1b	8.49329
Chchd3	8.96911
Chchd4	10.2692
Chchd5$Chchd5	8.54462
Chchd6	8.37428
Chchd7	7.75961
Chd1	8.09604
Chd2	7.54575
Chd3	6.78465
Chd7	7.30239
Chd8	7.69531
Chd9	7.62282
Chek1	7.82901
Chek2	8.67248
Cherp	8.3452
Chfr	8.4228
Chic1	6.67622
Chic2	8.06472
Chid1	6.71315
Chit1	6.68623
Chka	7.03048
Chkb	7.27714
Chm	8.8447
Chmp1b	8.18675
Chmp2b	8.54861
Chmp4b	9.33142
Chmp7	7.76458
Chn1	6.60054
Chordc1	9.47059
Chpt1	7.04665
Chrac1	8.35337
Chrna7	5.59609
Chrna9	6.32753
Chrnd	5.83621
Chst1	5.8254
Chst12	6.95057
Chst14	7.01003
Chst7	6.08068
Chtf18	8.27459
Chuk	9.07526
Ciapin1	8.33192
Cib1	8.72695
Cic	8.5153
Cidea	7.136
Cilp2	6.36539
Cirbp	8.77053
Cish	6.56345
Cited1	5.9906
Ciz1	6.57943
Ckap2l	8.58906
Ckap4	8.84243
Ckap5	8.31694
Cklf	7.62916
Clasp1	7.96266
Clasp2	7.67492
Clcn3	8.44286
Clcn5$Clcn5	7.2464
Clcn7	6.72744
Clcnka	6.12732
Clcnkb	6.47295
Cldn12	8.48449
Cldn3	6.42063
Cldn4	8.78544
Cldn6	6.84549
Cldn7	6.51912
Cldnd1	8.08864
Clec16a	6.45363
Clec2e	5.26828
Clec3b	5.36919
Clec4f	5.13216
Clic6	6.01187
Clip1	6.26441
Clip3	6.67643
Clip4$Clip4	6.21478
Clk2	9.09226
Clk3	8.41859
Clk4	7.63791
Cln5	8.59801
Cln6	7.31526
Cln8	7.02511
Clock$Clock	6.72694
Clpb	8.45606
Clptm1	9.1598
Clpx	7.9897
Clspn	7.96773
Clstn1	8.05302
Clstn2	5.32542
Clstn3	6.88011
Cltb	7.92628
Clu	7.27133
Cluap1	7.51708
Clybl	8.06144
Cml4	5.80245
Cmtm3	6.47826
Cmtm6	8.99937
Cmtm7	9.02523
Cnih4	9.87845
Cnksr3	7.70564
Cnn1	6.11814
Cnnm2	7.22012
Cnnm3	6.59041
Cnnm4	6.08631
Cno	7.56523
Cnot10	8.33175
Cnot2	8.10282
Cnot4	8.14915
Cnot6	8.69416
Cnot6l	7.49903
Cnot7	8.66267
Cnot8	8.86983
Cnp	6.72912
Cnpy1	7.79779
Cntd1	6.2292
Cntf	6.13627
Cntfr	6.73254
Cntrob	7.56278
Coasy	7.90297
Cobl	9.3424
Coch	7.40449
Cog1	7.3285
Cog2	7.91002
Cog3	8.36636
Cog6$Ccrn4l	8.13929
Cog7	7.17816
Cog8	8.42682
Coil	9.17101
Col10a1	5.73418
Col12a1	5.48887
Col16a1	6.72565
Col1a1	8.07021
Col25a1	6.16425
Col27a1	6.46882
Col2a1	6.75502
Col3a1	7.75814
Col4a2	7.64968
Col4a3bp	8.30976
Col5a1	7.35254
Col5a2	8.14772
Col6a1	6.99499
Col6a2	7.56458
Col6a3	7.32318
Col8a1	5.93306
Col9a1	4.79432
Col9a2	5.7916
Commd1	8.90097
Commd10	8.6756
Commd2	8.08765
Commd4	9.09658
Commd5	8.46064
Commd6	8.14888
Commd7	6.8684
Commd8	8.45929
Commd9	7.69863
Comt	7.79782
Comtd1	7.64073
Cope	10.1534
Copg	8.77004
Copg2	8.37095
Cops7a	9.70254
Cops7b	7.86467
Cops8	9.23081
Copz2	6.3408
Coq10b	8.81721
Coq2	8.58203
Coq3	8.45124
Coq4	7.68001
Coq5	8.32531
Coq6	8.15449
Coq9	8.71019
Coro1a	5.4562
Coro1b	9.01682
Coro1c	6.80142
Coro2b	7.18161
Cort	6.60578
Cox10	7.50966
Cox11	8.3211
Cox15	7.40479
Cox18	9.58025
Cox4nb	9.809
Cox6a2	6.69637
Cox7a1	7.69791
Cox8c	7.47623
Cpd	6.36232
Cpeb4	7.36156
Cplx1	6.92863
Cplx2	5.70046
Cpn1	5.59215
Cpne1	9.12276
Cpne2	5.93278
Cpne3	8.33362
Cpne5	7.3983
Cpox	7.05718
Cpsf2	8.19395
Cpsf3	9.84364
Cpsf4	9.25874
Cpsf6	8.9608
Cpt1c	7.9142
Cpt2	8.33551
Cpxm1	7.00532
Crabp2	8.10215
Cradd	7.50896
Crb3	6.97211
Crbn	8.30802
Crcp	8.4169
Crct1	6.33293
Creb1	7.7925
Creb3l1	6.89117
Creb3l3	6.32309
Crebbp	8.46141
Crebl1	7.50497
Crebzf	7.68815
Creg1	7.5437
Creld1	7.73336
Creld2	9.45252
Crim2	6.72926
Cript	9.60042
Crk	8.97402
Crkl	8.37482
Crlf3	9.37642
Crls1	8.92249
Crlz1	10.5446
Crmp1	7.93226
Crnkl1	8.68612
Crot	8.10877
Crry	7.94506
Cry1	8.71578
Cry2	7.32901
Cryaa	5.63507
Cryab	7.92425
Cryba2	5.25705
Crybb1	6.05464
Crybb2	5.2382
Crybb3	5.54661
Cryl1	6.18871
Cryz	8.70421
Cryzl1	8.39501
Csad	7.76813
Csf1	7.55918
Csf1r	5.43878
Csf2ra$Csf2ra	6.34214
Csk	7.41924
Csnk1d	9.50228
Csnk1e	8.56049
Csnk1g1	7.1616
Csnk1g2	9.17396
Csnk1g3	8.28728
Csnk2a2	8.31353
Cspg4	5.79721
Cspg5	5.77975
Csrp1	8.4069
Csrp2bp	8.34955
Cstf1	8.34333
Ctage5	7.84787
Ctdp1	8.55124
Ctdsp1	7.99411
Ctdsp2	8.64267
Ctf1	6.66715
Cthrc1	6.05576
Ctnnal1	7.86254
Ctnnbip1	7.6095
Ctnnd1	7.76999
Ctps2	7.96985
Ctr9	7.69975
Ctsa	8.43509
Ctsb	9.34456
Ctse	5.25598
Ctsf	7.17023
Ctsh	6.92101
Ctsk	5.3709
Cttnbp2nl	6.74241
Ctxn1	7.05242
Cubn	5.58079
Cuedc2	8.28154
Cugbp2	6.07414
Cul1	9.46486
Cul4a	7.86869
Cul5	8.12302
Cul7	9.12892
Cutc	6.90775
Cutl1	6.11966
Cwf19l1	7.33681
Cx3cl1	5.67868
Cxcl1	6.69894
Cxcl12	5.53354
Cxcl14	5.87012
Cxcl16	6.58633
Cxcl5	6.99456
Cxx1b	8.35042
Cxxc1	7.83318
Cxxc5	9.06918
Cyb561	7.35595
Cyb561d2	7.04734
Cyba	8.09934
Cybasc3	7.18905
Cyct	8.41811
Cyfip2	6.06372
Cyhr1	7.38804
Cyld	6.67559
Cyp1b1	6.42163
Cyp20a1	7.89558
Cyp21a1	5.80182
Cyp26a1	5.66103
Cyp26b1	5.44498
Cyp2a12	5.46409
Cyp2b10	5.68572
Cyp2s1	8.05944
Cyp4f16	5.96881
Cyp4f16$Cyp4f16	6.3522
Cyp51	7.70525
Cyr61	7.87199
D030051N19Rik	7.22007
D030056L22Rik	9.54692
D030070L09Rik	7.39281
D030074E01Rik	9.77795
D0H4S114	7.05801
D10627	7.68195
D10Bwg1364e	9.20317
D10Ertd610e	7.32981
D10Ertd641e	7.88969
D11Bwg0434e	8.43948
D11Bwg0517e	5.5976
D11Ertd497e	8.77131
D11Wsu47e	8.27134
D11Wsu99e$D11Wsu99e	8.82497
D12Ertd551e	7.9115
D12Ertd647e	6.6903
D130059P03Rik	7.47639
D13Wsu177e	8.2642
D14Ertd436e	8.02725
D14Ertd449e	7.76212
D15Mgi27	8.92444
D15Wsu169e	6.50628
D15Wsu75e	8.1962
D16Ertd472e	7.8261
D16H22S680E	6.63919
D17H6S56E-5	8.13239
D17Wsu104e	7.89325
D19Bwg1357e	7.79068
D19Ertd737e	8.21738
D19Wsu162e	7.4993
D1Bwg0212e	9.20117
D1Bwg1363e	7.00746
D1Pas1	6.81311
D230010M03Rik	7.50872
D230014K01Rik	6.33853
D230025D16Rik	7.92678
D2Bwg1335e	7.6829
D2Ertd391e	7.59292
D2Ertd435e	7.48207
D2Ertd750e	6.82119
D2Wsu81e	7.11396
D330012F22Rik	7.18847
D330038O06Rik	7.4449
D3Ertd300e	6.89466
D3Ucla1	9.91772
D430028G21Rik	8.05207
D430039N05Rik	5.07061
D4Bwg0951e	6.3909
D4Ertd22e	8.69496
D4Ertd429e	7.27254
D4Wsu114e	7.64047
D4Wsu53e	9.32253
D530005L17Rik	5.96953
D530033C11Rik	7.50547
D5Ertd579e	7.0658
D5Ertd585e	7.87367
D5Wsu178e	6.68234
D630014A15Rik	6.62647
D630023F18Rik	6.02924
D630037F22Rik	6.45892
D6Mm5e	6.59907
D6Wsu116e	8.95729
D6Wsu163e	7.27189
D6Wsu176e	8.97782
D8Ertd457e	8.25408
D8Ertd587e	6.03086
D8Ertd738e$D8Ertd738e	6.81527
D8Ertd82e	6.40379
D930001I22Rik	7.11076
D930005D10Rik	6.71223
D930014E17Rik	8.88632
D9Ertd280e	7.26395
D9Ertd402e	6.83581
Daam1	7.20341
Dab2	6.29814
Dab2ip	7.87351
Dact1	6.91048
Dact2	6.71899
Dact3	6.44011
Dag1	9.67634
Dalrd3$Dalrd3	7.92768
Dapk1	7.76723
Dapk3	7.31186
Darc	5.07757
Dars2	8.40442
Daxx	9.66748
Dazap1	10.4189
Dbf4	10.3554
Dbn1	7.12715
Dbnl	8.88387
Dbr1	9.5653
Dbt	8.24024
Dcakd	8.62345
Dcbld1	8.25046
Dcbld2	8.14309
Dci	9.01705
Dck	8.82757
Dcp1a	7.67419
Dcps	7.97619
Dctd	8.49473
Dctn1	8.12115
Dctn4	7.19539
Dctn5	8.78032
Dcun1d1$Dcun1d1	7.1511
Dcun1d2	6.62675
Dcun1d3	7.50979
Dcun1d4	7.6283
Dcun1d5	8.75824
Ddah1	8.3164
Ddb2	7.48851
Ddc	7.98266
Ddef1	7.02649
Ddef2	6.99907
Ddi2	7.67218
Ddit4l	7.82489
Ddr1	6.57434
Ddr2	6.23181
Ddx11	7.25372
Ddx19b$Ddx19a	7.61653
Ddx21	9.97886
Ddx24	8.94402
Ddx25	6.44186
Ddx26b	7.00277
Ddx27	8.67599
Ddx28	7.40085
Ddx41	8.0772
Ddx42	8.81753
Ddx46	8.77209
Ddx47	8.32926
Ddx49	8.6465
Ddx50	8.68975
Ddx51	8.06783
Ddx52	8.68145
Ddx54	9.28001
Ddx55	6.56131
Ddx56	9.20851
Ddx58	7.45911
Ddx59	7.27862
Ddx6	8.9562
Deadc1	9.19588
Deaf1	7.34226
Deb1	8.47624
Decr1	7.9646
Decr2	7.16033
Dedd	7.35623
Dedd2	7.07409
Def6	8.10302
Def8	7.84066
Defcr-rs10	7.35531
Defcr-rs12	6.80173
Defcr3$Defa-ps1	6.27943
Dennd1a	6.6107
Dennd2a	7.30152
Dennd2c	8.92163
Dennd3	6.66412
Dennd4b	6.5914
Dennd4c	8.42454
Depdc1a	8.19331
Depdc1b	8.24176
Depdc6	7.2893
Depdc7	8.60479
Dera	8.3038
Derl1	7.77509
Derl2	8.27483
Derl3	6.96773
Des	6.5961
Det1	6.6771
Dffa	7.23341
Dffb	6.2983
Dfna5h	7.43781
Dgat2	6.73848
Dgcr2	7.90569
Dgcr6	6.94335
Dgcr8	8.17334
Dgka	7.66561
Dgkh	6.86844
Dgkk	5.45151
Dgkz	8.42524
Dguok	8.26345
Dhcr24	8.48028
Dhfr	8.85279
Dhodh	8.04323
Dhps	8.57672
Dhrs1	7.94196
Dhrs13	7.51136
Dhrs4	7.82429
Dhrs7	7.21167
Dhrs7b	8.87819
Dhtkd1	7.75027
Dhx29	8.22877
Dhx33	7.60986
Dhx34	6.87455
Dhx35	7.77155
Dhx8	9.00921
Dhx9	8.91923
Diablo	8.58291
Diap1	9.22448
Diap3	7.47251
Dicer1	8.44351
Dip2a	7.20024
Dip2b	7.93841
Dip2c	7.35437
Diras1	6.12471
Dis3l	6.67005
Disp1	6.34257
Dkk3	6.29974
Dlat	8.78904
Dlc1	8.5441
Dld	8.45349
Dleu7	6.28372
Dlg3	7.07485
Dlg7	8.83488
Dlgap3	7.58828
Dlgap4	7.92793
Dll1	6.48034
Dll3	6.60549
Dlst	8.5871
Dmap1	8.55746
Dmd	8.34849
Dmgdh	5.4887
Dmn	5.38891
Dmrt1	7.08738
Dmtf1	9.37145
Dmwd	8.26905
Dmxl1	8.23186
Dna2l	7.98513
Dnahc11	5.32021
Dnaja2	9.14532
Dnaja3	8.36969
Dnajb1	9.50644
Dnajb10	6.56759
Dnajb11	9.58155
Dnajb12	7.34029
Dnajb13	6.40148
Dnajb5	6.65558
Dnajb9	9.04431
Dnajc10	8.7714
Dnajc11	7.8401
Dnajc12	7.1909
Dnajc14	7.86221
Dnajc17$Dnajc17	8.98324
Dnajc18	6.59348
Dnajc3a	8.06501
Dnajc4	7.94533
Dnajc5	8.59201
Dnalc1	6.5281
Dnalc4	6.87362
Dnd1	7.04336
Dnm1	6.14259
Dnm2	7.65602
Dnmbp	7.81214
Dnttip2	10.0565
Dock1	7.37265
Dock11	8.15087
Dock5	6.92836
Dock6	7.90356
Dock7	7.6924
Dok1	7.1867
Dok2	6.66305
Dok3	6.37709
Dok4	6.05021
Dolk	7.62122
Dolpp1	7.89098
Dom3z	7.62459
Dopey2	6.297
Dot1l	7.88413
Dpagt1	7.64259
Dpf2	9.09492
Dpf3	6.56718
Dph1	8.09801
Dph2	6.35161
Dph4	6.55711
Dph5	8.5118
Dpm1	8.95409
Dpm2	8.65505
Dpp3	8.74408
Dpp4	6.30628
Dpp7	6.65314
Dpp8	6.82043
Dpp9	8.37139
Dppa3	7.92243
Dpy19l1	8.94961
Dpys	7.94237
Dpysl2	7.92184
Dpysl3	8.40041
Dpysl4	5.96331
Dr1	8.39285
Drctnnb1a	7.76537
Drd1ip	6.64709
Dscr3	8.18776
Dse	8.12196
Dsel	7.35016
Dsg2$Dsg2	8.07832
Dsn1	7.60936
Dst	7.87675
Dtl	7.47028
Dtnb	7.01157
Dtnbp1	7.44712
Dtwd1	8.57506
Dtwd2	6.64414
Dtx1	6.88331
Dtx2	7.24751
Dtx3	8.09311
Dtx3l	6.53493
Dtx4	6.09882
Dullard	8.55428
Duoxa1	6.05784
Dus3l	8.57998
Dusp11	8.65302
Dusp12	7.79132
Dusp14	7.05958
Dusp16	7.69304
Dusp18	5.97829
Dusp19	6.80835
Dusp22	6.15589
Dusp27	8.09449
Dusp28	6.60185
Dusp3	6.99377
Dusp4	6.74027
Dusp5	7.51961
Dusp6	9.46739
Dym	7.58541
Dync1h1	9.53346
Dync1li1	9.0913
Dync1li2	7.94072
Dync2h1	6.48822
Dync2li1	8.15384
Dyrk1a	7.7758
Dyrk1b	7.12797
Dyrk2	7.22818
Dyrk3	9.309
E030010A14Rik	5.84722
E030018N11Rik	7.84259
E030041M21Rik	8.01792
E130014J05Rik	9.07005
E130016E03Rik	6.98621
E130112L23Rik	5.97161
E130120F12Rik	6.95313
E130303B06Rik	7.40596
E130306D19Rik	7.19913
E130308A19Rik	6.89745
E130309D02Rik	8.00794
E130311K13Rik	6.85796
E2f1	7.94931
E2f3	7.80081
E2f4	8.28536
