Loci	ips
Lypd3	4.14971
Lypd4	4.37713
Lypd5	4.29503
Lypd6	3.6022
Lyrm1	5.43606
Lyrm7	3.99866
Lysmd4	4.4233
Lyst	5.22384
Lyve1	2.92251
Lyz$Lyz	3.43916
Lyzl1	4.23574
Lyzl4	3.51635
Lyzl6	2.80149
Lyzs$Lyz	4.50784
Lzic	6.7228
Mab21l1	4.00195
Mab21l2	5.18771
Macrod2	4.29006
Mad1l1	6.58673
Madcam1	5.37943
Madd	5.69856
Maf$LOC100047419	4.49281
Mafb	3.93684
Mag	4.86421
Magea5$Magea1	5.67646
Magea6$Magea1	3.78294
Mageb1	3.23749
Magi1	4.22216
Magi2	4.81566
Magix	4.59865
Mak	4.74814
Mal2	2.50384
Mall	3.75231
Malt1	5.29717
Mamdc2	4.32792
Mamdc4	6.05884
Maml1	6.10385
Man2a2	6.07854
Mansc1	4.54412
Maob	4.12796
Map3k1	5.76705
Map3k10	6.5801
Map3k14	5.69592
Map3k2	2.99944
Map3k6	5.83273
Map3k7ip1	6.09415
Map3k8	3.81855
Map3k9	4.64898
Map4k2	5.38668
Map6d1	4.45503
Mapk10	3.14032
Mapk11	5.65276
Mapk15	5.47822
Mapk8ip1	6.06967
Mapk8ip3	5.74483
Marco	4.64166
Mark1	5.74183
Mark4	5.51221
Mars2	4.28772
Marveld2	4.00102
Marveld3	4.00498
Masp1	3.49478
Masp2	4.57314
Mat1a	2.9831
Matk	4.4809
Matn1	3.42851
Matn2	3.87493
Matn4	5.48015
Mb	5.31421
Mbd3l1	3.24116
Mbd3l2	3.21048
Mbd5	5.84355
Mbd6	6.93455
Mbl1	4.3601
Mbl2	3.59915
Mbp	5.15253
Mc1r	3.90932
Mc2r	3.82991
Mc5r	5.12071
Mcart6	5.17193
Mchr1	4.92345
Mcm9	5.5435
Mcoln2	4.0016
Mcoln3	3.66118
Mcpt1	3.20438
Mcpt2	3.88119
Mcpt4	4.12463
Mctp1	3.22871
Mctp2	5.84746
Mdfi	5.51793
Mdga1	6.04858
Mdga2	3.74978
Mdh1b	3.18819
Mdm1	5.93395
Mdm4$LOC100044428	5.76746
Mds1	4.60957
Me3	4.45005
Mecp2	6.71072
Mef2c	4.26812
Megf10	3.87318
Megf11	3.47882
Megf9	4.41277
Meig1	2.49067
Meis1	4.26701
Meox1	5.26607
Meox2	2.99631
Mep1a	4.43132
Mepe	4.83495
Mertk	5.81718
Met	4.74465
Metrnl	4.69434
Mett5d1	4.65327
Mettl7b	4.63614
Mfap3l	5.03924
Mfap4	5.27273
Mfi2	4.55081
Mfsd2	4.6392
Mfsd4	4.12115
Mfsd8	4.88549
Mfsd9	5.38436
Mgat4a	4.77381
Mgat4c	3.1067
Mgat5	5.17527
Mgat5b	4.86535
Mgl1	4.9355
Mgl2	3.86352
Mgll	5.08173
Mgrn1	7.18031
Mgst2	5.13433
Mia1	6.23002
Mia2	2.78128
Mical2	5.24536
Micall2	4.44088
Mid2	3.42999
Miox	3.72891
Mip	3.68315
Mixl1	4.98595
Mkl2	5.62956
Mknk1	6.3545
Mkx	4.70392
Mlana	5.03757
Mlc1	3.63963
Mllt1	6.67613
Mllt11	7.13905
Mllt3	5.05833
Mlph	3.49066
Mlstd1	2.80807
Mlxipl	4.69292
Mlze	4.88357
Mmaa	6.41955
Mmab	5.8891
Mmd2	4.63553
Mme	6.7554
Mmel1	3.92548
Mmp12	3.03809
Mmp15	5.20253
Mmp19	4.51035
Mmp1b	2.61664
Mmp20	2.9034
Mmp24$LOC100045083	5.28377
Mmp8	3.76959
Mmp9	4.94552
Mn1	5.04581
Mnx1	2.95685
Mobkl2b	5.03166
Mobkl2c	5.73887
Mobp	4.4133
Mocos	6.17094
Mog	2.70658
Mogat2	5.08853
Mon1b	5.38359
Morc2b	4.09223
Morn1	4.60303
Morn3	4.05991
Mos	3.81632
Moxd2	3.84053
Mpeg1	4.12821
Mpo	3.8837
Mpp2	5.59769
Mpp3	4.4397
Mpp4	3.19814
Mpv17l	6.08979
Mpz	4.72007
Mrap	4.03694
Mrcl	4.90698
Mrgpra1	4.44943
Mrgpra3	4.11323
Mrgpra4	3.05663
Mrgprb1	2.25181
Mrgpre	5.05208
Mrgprf	5.12457
Mrgprg	4.41204
Mrgprh	2.89371
Mro	3.46765
Mrpl38	5.83156
Mrvi1	3.84201
Ms4a1	2.98838
Ms4a10	4.82432
Ms4a13	3.61459
Ms4a2	3.22425
Ms4a3	4.36837
Ms4a4b	2.84972
Ms4a4d	3.15768
Ms4a6b	2.92412
Ms4a6c	4.46338
Ms4a6d	3.33672
Ms4a7	4.62365
Ms4a8a	4.35788
Msgn1	5.314
Msh4	4.48095
Msh5	5.61189
Msi1	5.43285
Msmb	3.75666
Msr1	4.81485
Msr2	4.88225
Mst1	5.97953
Mst1r	4.78899
Mt1	6.16591
Mt3	5.57979
Mt4	4.56749
Mta3	6.84359
Mtac2d1	2.58444
Mtcp1	6.21774
Mthfr	6.22092
Mtl5	5.85585
Mtmr11	4.48406
Mtmr4	6.95961
Mtnr1a	4.50066
Mtus1	5.96029
Muc1	5.0819
Muc10	2.43127
Muc13	2.28552
Muc15	2.78167
Muc20	5.21843
Muc4	3.12459
Muc5ac	5.63952
Muc6	4.00027
Mug1$Mug-ps1	2.77773
Mup4	2.60732
Mup5	4.22687
Mupcdh	5.07435
Mus81	6.17956
Musk	4.7806
Mustn1	5.05059
Mx1	3.04786
Mx2	4.65938
Mxd1	5.36878
Mxd4	5.5973
Mxra7	5.43863
Myb	4.37056
Mybl1	4.2078
Mybpc2	5.55932
Mybph	4.43227
Mybphl	3.97454
Mycbpap	3.26282
Mycl1	5.57318
Mycs	4.35646
Myct1	4.85574
Myf5	2.18173
Myf6	2.9953
Myh1	3.50712
Myh11	3.83997
Myh2	2.70209
Myh3	5.82875
Myh4	3.29598
Myh6$LOC674761	3.18813
Myh7b	5.65342
Myh8	2.72191
Myl1	3.34759
Myl2	3.72474
Myl4	6.24287
Myl6b	5.23177
Myl7	5.72315
Mylc2pl	4.39968
Mylk	4.47697
Mylk2	4.97892
Myo15	4.96067
Myo16	3.34313
Myo1a	4.41654
Myo1d	4.28726
Myo1e	6.13375
Myo1g	6.11033
Myo3a	3.63069
Myo3b	3.11291
Myo5b	4.29217
Myo5c	4.63628
Myo6	5.43117
Myo7a	5.62854
Myo9b	6.92202
Myoc	3.4762
Myocd	3.65426
Myod1	4.69525
Myog	4.69853
Myom1	3.88697
Myom2	3.16979
Myom3	3.77872
Myot	3.26385
Myoz1	5.05705
Myoz2	3.85046
Myoz3	5.23577
Myrip	3.07854
Myt1	3.17639
Myt1l	4.55411
Mzf1	5.7438
Naaladl1	4.79749
Nadsyn1	5.99723
Nags	4.84068
Naip1	3.05943
Naip2	3.23332
Naip5	3.77919
Nap1l5	4.46659
Napb	4.92521
Napsa	4.84048
Nat1	4.55931
Nat14	5.79803
Nat3	2.51348
Nat8l	5.5674
Nav1	5.83885
Nav3	3.52082
Ncald	4.74928
Ncam2	3.19767
Ncf1	4.07198
Ncf4	4.299
Nckap1l	5.05918
Ncr1	3.91095
Ncstn	6.93103
Ndg1	2.57332
Ndph	3.82494
Ndst1	6.50988
Ndst3	3.38916
Ndst4	3.9845
Ndufa12	4.55286
Neb	2.7592
Nebl	3.92714
Nedd9	4.24263
Nefm	4.77822
Negr1	2.70115
Neil1	6.07797
Neil3	5.5969
Nek11	4.12981
Nek4	6.52347
Nek5	3.24704
Nek8	5.08222
Nelf	5.20459
Nell1	2.82202
Neo1	6.21746
Nepn	3.30292
Neto2	5.43248
Neu1	5.90086
Neu2	3.77823
Neu3	5.12347
Neurl$LOC100048526	5.29015
Neurl2	6.06899
Neurod2	5.09276
Neurod4	2.36163
Neurod6	2.15334
Neurog1	4.39639
Neurog2	3.91623
Neurog3	3.96801
Nexn	5.29592
Nf1	5.49838
Nfam1	5.16698
Nfasc	4.99071
Nfat5	5.65827
Nfatc1	5.01898
Nfatc2	5.26767
Nfatc3	7.21928
Nfatc4	5.40385
Nfe2	4.13375
Nfe2l3	3.92235
Nfia	4.31601
Nfib	5.99963
Nfkbib	4.22717
Nfkbie	4.86908
Nfkbil1	6.07251
Ng23	4.14476
Ngb	5.27174
Ngef	4.97915
Ngp	4.42849
Nhedc2	5.01299
Nhej1	3.63182
Nhlh1	3.37102
Nhlh2	2.83828
Nhlrc1	5.15505
Nkg7	3.97336
Nkx1-2	3.85694
Nkx2-2	3.32237
Nkx2-3	5.46228
Nkx2-4	5.24547
Nkx3-1	4.09078
Nkx3-2	3.43757
Nkx6-2	4.10735
Nlgn1	2.77002
Nlrc3	3.81516
Nlrp10	2.55686
Nlrp14	4.84784
Nlrp3	5.47855
Nlrp4a	2.65008
Nlrp4b	2.39375
Nlrp4c	5.42453
Nlrp4e	2.45329
Nlrp4f	2.3921
Nlrp5	4.26268
Nlrp6	4.64588
Nlrp9b	5.21826
Nlrp9c	2.73585
Nlrx1	5.76891
Nme5	4.73303
Nmnat1	5.14959
Nmnat3	3.66993
Nmu	4.40438
Nmur1	5.24978
Nmur2	4.64321
Nnat	5.66688
Nobox	4.76373
Nog	4.05286
Nos1ap	5.26239
Nostrin	4.04482
Notch3	5.75137
Nov	3.91919
Nox4	4.94904
Noxo1	6.1167
Npal1	4.76057
Npas1	4.59106
Npas2	4.1259
Npas3	3.52037
Npas4	2.72162
Npb	5.45541
Npc1	6.80424
Npc1l1	5.1572
Npcd	6.13953
Npff	5.27648
Npffr2	3.91418
Nphp3	3.8425
Nphp4	5.28795
Nphs2	3.07813
Npnt	5.16474
Nppa	2.86864
Nppc	4.23702
Npr1	5.14263
Npr3	4.26765
Nptx1	4.87065
Npvf	4.49964
Npy1r	3.41153
Npy2r	2.13639
Npy5r	3.5752
Npy6r	2.69797
Nr0b2	5.64855
Nr1d1	6.16243
Nr1h3	4.95094
Nr1h4	3.52496
Nr1i2	3.72767
Nr1i3	3.99969
Nr2c1	5.80619
Nr2e1	3.00628
Nr2e3	4.92188
Nr2f2	4.84954
Nr3c2	4.00593
Nr4a2	4.94709
Nr4a3	5.6173
Nr5a1	4.67295
Nrap	5.01903
Nrarp	5.94629
Nrbp2	5.13272
Nrcam	3.86675
Nrg1	3.9637
Nrg3	2.68946
Nrg4	4.93646
Nrip3	4.56084
Nrk	4.82217
Nrl	3.94871
Nrn1l	5.54593
Nrp	6.84943
Nrsn1	3.44304
Nrsn2	4.53504
Nrxn1	4.89788
Nrxn2	5.45181
Nsun3	5.83238
Nsun6	5.75653
Nt5c1b	2.73504
Ntf3	3.89021
Ntf5	5.43027
Ntn2l	3.54093
Ntn4	5.27152
Ntng1	3.45379
Ntng2	4.52294
Ntrk2	5.20016
Nts	2.9091
Ntsr1	3.87681
Ntsr2	4.41165
Nuak1	6.4334
Nudt10	4.8117
Nudt12	5.15115
Nudt7	4.8677
Nxf7	3.64291
Nxph1	3.49274
Nxph2	2.48395
Nyx	4.8462
ORF28	5.55408
ORF34	5.56129
ORF63	3.3832
ORF9	3.36137
OTTMUSG00000000421	4.63268
OTTMUSG00000000651	2.35254
OTTMUSG00000000934	4.70842
OTTMUSG00000000971	5.4071
OTTMUSG00000002196	4.4733
OTTMUSG00000004461	5.56203
OTTMUSG00000005148	2.473
OTTMUSG00000007392	3.61823
OTTMUSG00000008561$LOC230628	4.7942
OTTMUSG00000008911	3.00194
OTTMUSG00000010009	2.224
OTTMUSG00000010433	2.38086
OTTMUSG00000015529	2.94472
OTTMUSG00000015859	4.09124
OTTMUSG00000015915	3.59839
Oas1b	5.95572
Oas1c	5.07942
Oas1f	5.24778
Oas1h	4.18458
Oas3	5.037
Oasl1	5.58988
Oasl2	3.71484
Oaz3	3.43825
Obox3	4.30008
Obox5	3.55533
Obox6	5.85574
Obp1a	2.65546
Obscn	4.11326
Obsl1	6.1039
Oc90	4.92402
Ocel1	6.10205
Odam	2.65477
Odf1	4.17037
Odf2l	6.1563
Odf3	5.72717
Odf4	3.67958
Odz2	4.01126
Ogfod1	6.83843
Ogn	5.12724
Oit1	5.25909
Oit3	3.63182
Olah	4.09487
Olfm2	4.71747
Olfm3	2.30523
Olfm4	2.57943
Olfml1	4.12509
Olfml2a	4.62233
Olfml3	5.57286
Olfr112	3.7545
Olfr1264	2.86078
Olfr1344	3.59368
Olfr140	4.3415
Olfr1507	3.04006
Olfr1508	4.51294
Olfr1509	3.30542
Olfr154	3.34027
Olfr155	2.69432
Olfr156	3.39183
Olfr157	4.35875
Olfr159	4.16661
Olfr16	4.32205
Olfr160	4.02765
Olfr17	3.14065
Olfr2	2.96497
Olfr288	4.26002
Olfr315	3.45079
Olfr480	2.8458
Olfr49	3.76883
Olfr544	4.29146
Olfr558	4.22525
Olfr65	3.88787
Olfr658	3.39011
Olfr672	3.73575
Olfr68	2.82335
Olfr690	3.20478
Olfr70	3.88514
Olfr701	4.50978
Olfr71	4.59376
Olfr73	3.08455
Olfr74	2.79629
Olfr749	3.71779
Olfr78	3.87602
Olfr870	4.13778
Olig3	4.02603
Olr1	2.67114
Omd	4.54118
Omp	5.57195
Omt2a	2.47894
Onecut2	3.06746
Onecut3	3.33344
Oog2	2.45064
Oog4	3.75468
Oosp1	3.36765
Opa3	7.2505
Opcml	3.29911
Ophn1	5.03493
Oplah	5.41009
Opn1sw	4.13557
Oprk1	4.62033
Oprl1	3.71989
Oprm1	4.28536
Optc	5.01995
Orm1	3.2531
Orm2	2.56476
Orm3	3.29738
Osbp2$LOC100044882	5.35366
Osbpl5	5.5195
Osbpl6	4.14353
Osbpl7	5.96894
Oscar	4.46273
Osgin1	4.50924
Osmr	5.48216
Osr1	4.52585
Osr2	3.42947
Otc	2.37825
Otof	4.47819
Otop1	3.7151
Otop2	4.14105
Otop3	4.45899
Otor	3.29574
Otos	3.42447
Otp	4.68682
Otud7a$LOC100044257	5.30997
Otx1	2.99361
Ovol1	3.94708
Ovol2	5.01352
Oxct2a	3.94367
Oxgr1	2.50595
Oxsm	5.27179
Oxtr	3.59222
P2rx1	5.04785
P2rx2	5.04798
P2rx3	4.55778
P2rx4	5.78428
P2rx7	4.72485
P2rxl1	5.35575
P2ry1	3.89587
P2ry10	2.20827
P2ry12	3.09412
P2ry13	4.3039
P2ry14	2.56124
P2ry2	4.65079
P2ry4	4.12669
P2ry6	4.90104
P42pop$Myodysa	5.73668
P4ha3	4.88476
Pabpc2	4.80968
Pabpc5	2.24356
Pabpnl1	5.12627
Pacrg	4.06147
Padi1	3.42207
Padi3	5.16305
Padi6	5.05733
Pag1	5.28927
Pah	3.28298
Pak3	5.30236
Pak6	4.75432
Pak7	3.52059
Palm2	4.69414
Pamci	3.43617
Pank1	6.37369
Panx2	4.20409
Panx3	3.78654
Pap	2.74341
Papln	4.43435
Papolb	4.5354
Pappa	4.45727
Papss2	4.4294
Paqr5	4.58206
Paqr6	4.41631
Paqr7	5.01505
Paqr8	5.16812
Paqr9	3.56392
Parc	5.586
Pard3b	4.78475
Park2	4.69897
Parp11	6.15173
Parp14	4.89906
Parp16	6.03726
Parp6	4.81601
Parp8	4.64193
Parvg	5.22076
Pax1	4.66123
Pax3	3.88449
Pax5	3.97928
Pax6	4.58899
Pax7	3.85435
Pax8	3.6253
Pax9	4.89592
Pbld	4.43389
Pbp2	5.27595
Pbsn	2.67331
Pbx4	4.74478
Pcdh1	3.83511
Pcdh10	3.17268
Pcdh12	4.00652
Pcdh15	3.81523
Pcdh17	2.74591
Pcdh18	4.11855
Pcdh20	2.98244
Pcdh21	5.4878
Pcdh7	4.57842
Pcdh8	3.60064
Pcdh9	4.5014
Pcdha1	4.13754
Pcdhb1	2.9935
Pcdhb10	2.67419
Pcdhb11	3.15725
Pcdhb12	2.87616
Pcdhb13	3.42085
Pcdhb14	2.33409
Pcdhb15	2.75118
Pcdhb16	3.08512
Pcdhb17	3.04641
Pcdhb18	2.64525
Pcdhb19	3.6915
Pcdhb2	3.86353
Pcdhb20	3.57674
Pcdhb21	3.57534
Pcdhb22	2.70747
Pcdhb3	2.98018
Pcdhb4	2.51016
Pcdhb5	4.17162
Pcdhb6	3.48901
Pcdhb7	2.66635
Pcdhb8	3.78201
Pcdhb9	2.45318
Pcdhga1	4.60372
Pck1	2.37022
Pclo	2.84446
Pcnxl2	3.84713
Pcp2	4.38987
Pcp4	3.8137
Pcsk2	2.8159
Pcsk7	6.49449
Pctp	5.60237
Pcyox1l	5.81352
Pdc	3.21464
Pdcd1	2.81327
Pdcd1lg2	3.23668
Pde10a	4.90315
Pde11a	4.24882
Pde1a	3.70888
Pde1c	3.40665
Pde2a	4.74819
Pde3a	3.54868
Pde4b	3.6051
Pde4d	2.42439
Pde4dip	5.56766
Pde6a	3.23524
Pde6b	4.10147
Pde6c	3.80536
Pde6g	5.64766
Pde6h	3.78146
Pde7b	3.60796
Pde8b	3.90925
Pdgfb	5.36688
Pdgfd	2.87831
Pdia2	3.68856
Pdk2	5.11898
Pdlim3	4.80409
Pdlim5	6.18459
Pds5a	5.04467
Pdx1	4.45738
Pdyn	4.01242
Pdzd2	5.94871
Pdzd3	4.61664
Pdzk1	5.10524
Pdzk1ip1	4.99036
Pdzrn3	4.69115
Peli2	4.60676
Pelp1	6.63085
Per1	6.66275
Per2	4.37407
Per3	4.49228
Perld1	5.74317
Pet2	4.64906
Pex11b	7.26483
Pex11c	5.27689
Pex2	4.89477
Pfkfb2	4.59341
Pfkfb3	6.22071
Pfkfb4	6.18384
Pfn3	4.56471
Pfpl	4.66608
Pftk1	4.62689
Pgam2	6.05069
Pgbd5	5.84056
Pgc	5.16658
Pgcp	4.47343
Pgk2	3.53197
Pglyrp1	4.3643
Pglyrp2	2.98718
Pgm2l1	5.66751
Pgr$ENSMUSG00000074510	3.30525
Phactr1$Chst11	4.4161
Phactr2	5.43529
Phactr3	4.40087
Phactr4	4.20402
Phc3	6.11029
Phex	2.88194
Phf2	5.74453
Phf21b	5.00413
Phf7	5.98246
Phospho1	5.21178
Phox2a	4.54885
Phxr1	5.21248
Phxr2	2.36364
Phxr4	3.59498
Phyhip	3.91888
Phyhipl	5.95568
Pi15	4.86086
Pi16	4.36331
Pif1	6.98036
Pigb	5.30118
Pigc	5.81006
Pigg	5.91319
Pigl	6.77022
Pign	5.32017
Pigr	3.62468
Pigu	4.10693
Pigv	6.12828
Pigz	5.38361
Pih1d2	4.05349
Pik3ap1	4.82752
Pik3c2g	2.44096
Pik3cg	4.00189
Pik3ip1	5.63377
Pik3r1	5.86532
Pik3r3	5.85104
Pik3r5	3.86382
Pilra	3.55276
Pilrb1	4.83319
Pip	3.16227
Pip5k1b	5.98172
Pip5kl1	4.59367
Pira2$Lilrb3	2.74739
Pitpnm1	5.99487
Pitpnm2	5.76306
Pitpnm3	4.53127
Pitx1	4.96859
Pitx3	5.42629
Piwil1	4.81039
Piwil4	3.33529
Pkd1	6.31868
Pkd1l2	3.88665
Pkd2l1	5.04523
Pkd2l2	3.53235
Pkdrej	3.53367
Pkhd1	2.98232
Pkhd1l1	3.46483
Pkia	3.97272
Pkib	2.8974
Pkn1	5.90261
Pknox2	5.30029
Pla1a	5.51225
Pla2g12b	4.88216
Pla2g2a	4.29999
Pla2g2d	4.50723
Pla2g2e	4.72878
Pla2g2f	4.44889
Pla2g3	4.17165
Pla2g4c	5.03043
Pla2g4e	5.02642
Pla2g4f	2.72376
Pla2g5	4.94688
Pla2r1	5.03502
Plac1	4.45242
Plac1l	3.20851
Plag1	3.5276
Plagl1	5.109
Plagl2	5.55734
Plat	5.10909
Plau	4.67943
Plb1	4.36013
Plcb1	4.99945
Plcd4	4.02308
Plch2	5.03164
Plcxd1	5.13053
Plcxd3	2.49711
Plcz1	2.72525
Pld1	4.35271
Pld4	4.47453
Plek	3.88613
Plek2	4.12905
Plekha6	3.27885
Plekha7	5.96146
Plekhg3	6.34614
Plekhg4	5.35038
Plekhh2	3.77546
Plekho1	4.95467
Plg	3.71692
Pllp	5.53812
Pln	4.28969
Plscr2	2.42128
Plscr4	4.61635
Plunc	2.93661
Plxdc1	5.55692
Plxna2	4.94729
Plxna4	5.39517
Plxnb3	4.90311
Plxnc1$LOC100044106	3.43594
Plxnd1	4.84966
Pmch	4.75118
Pmp2	4.71265
Pms2	7.24051
Pnck	5.45253
Pnlip	4.01773
Pnliprp1	3.77908
Pnliprp2	4.77793
Pnma1	3.67847
Pnoc	4.75751
Pnpla1	4.82356
Pnpla5	3.68719
Pnpla7	6.0091
Podxl2	5.16963
Pof1b	2.82155
Pofut1	6.5747
Pogk	4.51371
Polh	5.3132
Polk	6.93378
Poln	4.07842
Polq	5.54357
Polr2e	5.6315
Pomt2	6.2692
Pon1	3.7654
Pon2	5.19694
Pon3	4.81801
Pop5	4.18372
Popdc2	4.74713
Popdc3	4.52359
Pot1b	5.08852
Pou1f1	3.58963
Pou2af1	2.58028
Pou2f2	4.39781
Pou2f3	5.86161
Pou3f2	2.97812
Pou3f3	4.16407
Pou3f4	4.51014
Pou4f1	4.51447
Pou4f2	5.64863
Pou4f3	3.26323
Pou6f2	3.42049
Pp11r	4.9361
Ppapdc1a	4.30171
Ppapdc2	5.51107
Ppapdc3	3.99287
Ppara	3.81536
Ppard	6.25611
Pparg	3.94639
Ppargc1a	2.93516
Ppef2	4.63794
Ppfia2	2.34501
Ppfia3$Bcl11a	5.38085
Ppfibp1	4.93257
Ppm1e	3.68859
Ppm1h	4.8886
Ppm1k	6.25863
Ppox	6.21085
Ppp1r12b	4.95727
Ppp1r14c$LOC100043766	5.40201
Ppp1r14d	5.08398
Ppp1r16b	4.28439
Ppp1r1c	4.22416
Ppp1r3a	2.84449
Ppp1r3b	5.21312
Ppp1r3c	5.25959
Ppp1r3d	4.41698
Ppp1r9a	6.75952
Ppp1r9b	5.43151
Ppp2r2b	3.28583
Ppp3cc	5.41291
Ppp3r2	2.93231
Ppy	4.30405
Ppyr1	4.18047
Pqlc1	5.76309
Pram1	5.72307
Pramel1	4.75677
Pramel6	3.90738
Pramel7	3.74896
Prap1	4.70221
Prdm1	6.28606
Prdm10	3.9607
Prdm16	4.9333
Prdm6	5.39274
Prdm8$LOC100045224	3.92568
Prdx6-rs1	4.49779
Prf1	4.78332
Prg2	3.82268
Prg3	3.64448
Prickle1	5.50968
Prickle2	5.81714
Prkaa2	6.21192
Prkag2	5.27497
Prkag3	3.4085
Prkcdbp	6.00619
Prkce	4.83561
Prkd2	4.52811
Prkg1	4.76421
Prl	4.1291
Prl2a1	4.80158
Prl2b1	3.34448
Prl2c2	2.35254
Prl3a1	2.88809
Prl3b1	2.43826
Prl3c1	2.54852
Prl4a1	4.33134
Prl5a1	2.42489
Prl6a1	2.84007
Prl7a1	2.21898
Prl7a2	2.48254
Prl7b1	2.85837
Prl7c1	3.06694
Prl7d1	2.93792
Prl8a1	2.60371
Prl8a2	2.87671
Prl8a6	2.72236
Prl8a8	2.94206
Prl8a9	2.73541
Prlr	3.6355
Prm3	4.96845
Prnd	2.91187
Proc	4.42029
Prodh2	4.62214
Prok2	3.3875
Prokr1	4.22121
Prokr2	3.75567
Prom2	4.78487
Prop1	4.12871
Prosapip1	5.94375
Prox1	2.76814
Prox2	4.4382
Proz	3.36536
Prp2	3.88406
Prph2	3.20153
Prpmp5$EG114600	2.42589
Prps1l1	3.72431
Prr11	6.75627
Prr15	3.57212
Prr16	3.62405
Prrg2	5.55269
Prrt1	5.85051
Prrt3	4.11498
Prss21	4.2461
Prss22	5.00308
Prss28	3.55657
Prss32	3.62486
Prss35	5.39573
Prss7	3.05732
Prss8	4.83034
Prtn3	4.99405
Prune	7.59794
Psapl1	5.06944
Psca	5.46591
Pscd1	4.58469
Pscd4	3.03914
Pscdbp	4.82795
Psd2	3.2702
Psd3	4.95459
Psd4	5.48147
Psg16	3.9873
Psg17	2.72619
Psg19	2.2334
Psg21	3.13567
Psg28	4.34104
Psmb8	5.19698
Psors1c2	5.76509
Psp	2.69151
Pspn	4.17642
Pstpip1	5.52983
Pstpip2	4.84054
Ptafr	3.29253
Ptcd1	6.6594
Ptchd1	2.85885
Ptchd2	4.89183
Ptcra	4.64406
Ptf1a	3.48938
Ptgds2	3.52976
Ptger2	2.97532
Ptger3	3.06412
Ptger4	4.84934
Ptgfr	3.11018
Ptgir	3.41833
Pth	3.07983
Pthlh	3.28691
Pthr1	5.06282
Pthr2	2.74075
Ptk6	2.54663
Ptpdc1	5.21314
Ptpn13	5.70933
Ptpn20	3.54369
Ptpn21	6.33542
Ptpn22	4.22807
Ptpn4	5.36722
Ptpn5	4.2222
Ptprb	4.09471
Ptprc	2.78655
Ptprd	4.15587
Ptpre	4.90272
Ptprk	6.85091
Ptpro	3.25077
Ptprr	3.20607
Ptprt	4.19126
Ptpru	5.35041
Ptprz1	4.08351
Ptx3	4.86732
Pvalb	5.49333
Pvrl1	5.63713
Pvrl4	3.64642
Pxt1	4.93865
Pygl	5.60672
Pygm	3.90155
Pygo1	3.69916
Pyy	3.88721
Qpctl	5.82666
Qrich2	3.61964
R74862	6.42972
RP23-157O10.7$LOC100047169	5.76272
RP23-233B9.8	3.51619
RP23-244H7.9	5.11972
RP23-24J10.7	3.69473
RP23-25C1.8	4.45809
RP23-304I1.2	4.66775
RP23-336F11.32	4.23468
RP23-357I14.1	2.5419
RP23-395H4.4	4.60969
Rab11fip1	5.4554
Rab11fip4	4.40573
Rab17	4.54592
Rab19	5.32416
Rab20	3.47038
Rab25	5.82277
Rab27a	5.37404
Rab27b	4.03045
Rab2b	6.41379
Rab30	5.93214
Rab33a	5.17045
Rab36	5.2103
Rab37	4.65843
Rab39	4.09879
Rab3c$LOC100044883	3.09345
Rab3il1	5.06502
Rab40b	3.95424
Rab43	5.40808
Rab5b	5.83295
Rab6b	5.47656
Rab9b	2.95564
Rabepk	7.04422
Rabgap1l	5.57169
Rabif	4.95804
Rac2	4.70565
Rad51l1	5.28651
Rad52	6.41292
Rad9b	5.70727
Rag1	3.17341
Rag2	4.71453
Rai2	2.09801
Ralgps1	5.43187
Ramp1	4.78351
Ranbp17	7.04214
Ranbp3l	3.47546
Ranbp6	5.90777
Rapgef3	5.19993
Rapgef4	3.65936
Rapsn	4.31797
Rarb	4.16737
Rarres2	3.88628
Rasa4	6.21113
Rasal1	5.70449
Rasef	2.27475
Rasgef1c	4.87482
Rasgrf1	3.70613
Rasgrf2	4.17504
Rasgrp1	4.1394
Rasgrp3	4.38074
Rasip1	5.38562
Rasl10a	4.36361
Rasl11a	5.43379
Rasl12	5.10799
Rassf2	3.97327
Rassf4	3.53919
Rassf5	4.0321
Rassf6	4.70137
Rax	4.87913
Rb1cc1	6.83567
Rbks	5.26559
Rbm11	2.98269
Rbm12b	5.02133
Rbm4	6.9717
Rbm4b	5.4537
Rbms3	4.3435
Rbmx	6.97406
Rbp2	4.75955
Rbp3	4.03711
Rbp7	4.76566
Rbpjl	4.95754
Rcan2	5.16492
Rcn2	3.57428
Rcor3	5.69333
Rcvrn	3.12828
Rdh1	2.64959
Rdh10	6.40559
Rdh12	4.47475
Rdh16	3.15113
Rdh5	4.68839
Rdh7	3.15335
Rec8	6.02824
Recql	6.90412
Recql4	6.60717
Recql5	4.48586
Reep1	3.00645
Reep2	5.28406
Reep3	7.11146
Reg1	4.04524
Reg3a	3.78524
Reg3d	4.0137
Reg3g	3.39649
Reg4	3.75374
Rel	4.53871
Rell2	5.40372
Reln	3.8952
Rem1	4.702
Rem2	5.0483
Reps2	4.44197
Rerg	3.02917
Resp18	3.15985
Ret	4.92341
Retnla	3.8312
Retnlb	3.66644
Retsat	6.1116
Rfesd	6.31264
Rfpl4	2.7355
Rftn2	4.36887
Rfx2	6.41809
Rfx4	4.87851
Rfxank	4.93189
Rgag4	5.02641
Rgl1	4.1579
Rgl3	4.56521
Rgma	5.06614
Rgmb	5.22577
Rgn	3.11135
Rgnef	5.49352
