Loci	pips
Hrh1$Hrh1_pips	6.18879
Hrh4_pips	3.53392
Hs3st2_pips	4.19284
Hs3st3b1_pips	5.9034
Hs3st6_pips	4.65558
Hs6st3_pips	4.2928
Hsd11b2_pips	4.33532
Hsd17b13_pips	3.72175
Hsd17b14_pips	6.08956
Hsd17b1_pips	3.83937
Hsd17b2_pips	3.65478
Hsd17b3_pips	2.86165
Hsd17b6_pips	3.94081
Hsd3b1_pips	3.4325
Hsd3b2$Hsd3b2_pips	2.73445
Hsd3b3$Hsd3b2_pips	3.07838
Hsd3b4_pips	3.60597
Hsd3b5_pips	3.8605
Hsf4_pips	4.91211
Hsf5_pips	3.15612
Hsfy2_pips	3.04288
Hsh2d_pips	4.12781
Hspa12a_pips	4.8538
Hspa12b_pips	6.83091
Hspa1l_pips	3.20289
Hspb3_pips	4.62353
Hspb7_pips	4.66615
Hspbap1_pips	6.24593
Htr1d_pips	4.71453
Htr1f_pips	3.85202
Htr2b_pips	3.64365
Htr2c_pips	2.68981
Htr3b_pips	4.06929
Htr4_pips	3.08024
Htr5a_pips	3.69912
Htr5b_pips	4.55779
Htr6_pips	4.00241
Htr7_pips	4.10186
Htra4_pips	2.87441
Hyal3_pips	4.69544
Hyal4_pips	4.74153
Hyal5_pips	2.71144
Hydin_pips	4.90933
Iapp_pips	3.07121
Ibrdc2_pips	5.03251
Ibsp$Ibsp_pips	2.86963
Ica1l_pips	2.84464
Icam1_pips	4.6013
Icam2_pips	4.17645
Icam4_pips	4.29522
Icam5_pips	5.15373
Ick_pips	6.4921
Icos_pips	4.41101
Icosl_pips	4.81361
Idi2_pips	2.90033
Ifi204_pips	3.13852
Ifi35_pips	8.41487
Ifi44_pips	3.42334
Ifi47_pips	4.96543
Ifit1_pips	3.52644
Ifit2_pips	3.61229
Ifit3_pips	4.48289
Ifitm5_pips	5.50755
Ifitm6_pips	8.24719
Ifitm7_pips	3.68867
Ifltd1_pips	4.77468
Ifna11_pips	3.43008
Ifnb1_pips	4.16163
Ifng_pips	2.98781
Ift122_pips	6.25844
Ift80_pips	7.01533
Igbp1b_pips	3.32222
Igfbp1_pips	2.93257
Igj_pips	3.09761
Igsf11_pips	3.23216
Igsf5_pips	3.73246
Igsf6_pips	4.98632
Igsf9_pips	4.8228
Ihh_pips	4.35964
Ihpk3_pips	4.286
Iigp1_pips	3.42191
Iigp2_pips	5.7307
Ikbke_pips	6.38374
Ikzf1_pips	4.77181
Ikzf2_pips	3.6894
Ikzf3_pips	4.5761
Ikzf4_pips	4.63446
Il10_pips	3.10961
Il10ra_pips	3.93931
Il12a_pips	3.46996
Il12b_pips	3.62592
Il12rb1_pips	4.96966
Il12rb2_pips	3.79257
Il13_pips	4.01767
Il13ra2_pips	4.20342
Il15_pips	3.08783
Il15ra_pips	5.53966
Il16_pips	4.96023
Il17a_pips	4.07721
Il17d_pips	3.51985
Il17rb_pips	5.13999
Il18r1_pips	2.46567
Il1a_pips	2.89579
Il1f8_pips	4.11124
Il1f9_pips	4.53391
Il1rap_pips	5.40184
Il1rapl2_pips	3.08459
Il1rl2_pips	4.73868
Il20ra_pips	3.96241
Il20rb_pips	4.41631
Il21_pips	2.52486
Il21r_pips	4.30152
Il22ra2_pips	5.6446
Il23a_pips	4.34008
Il24_pips	4.13343
Il25_pips	3.89652
Il28ra_pips	5.31569
Il2_pips	3.50241
Il2ra_pips	3.68531
Il2rb_pips	4.63284
Il31ra_pips	5.43133
Il33_pips	3.4952
Il3_pips	3.20539
Il4_pips	3.7164
Il4i1_pips	4.76485
Il5_pips	3.87969
Il5ra_pips	2.69879
Il6_pips	3.7495
Il7_pips	5.40292
Il7r_pips	3.48473
Il9r_pips	3.26331
Ildr1_pips	5.71719
Impg1_pips	4.13223
Ina_pips	4.13479
Inadl_pips	7.78406
Indo_pips	4.34526
Indol1_pips	3.3527
Inhbc_pips	4.79571
Inhbe_pips	4.15142
Inmt_pips	4.3562
Inpp4a_pips	4.74152
Inpp4b_pips	3.78844
Inpp5e_pips	6.55812
Insl5_pips	3.67721
Insm1_pips	4.96126
Insm2_pips	3.56683
Insr_pips	4.64703
Insrr_pips	4.76807
Invs_pips	5.68786
Iqcd_pips	4.80141
Iqce_pips	7.09758
Iqcf3_pips	4.92664
Iqcg_pips	3.80949
Iqck_pips	2.62247
Iqsec2_pips	5.41171
Iqub_pips	2.31411
Irak4_pips	5.65238
Irf3_pips	6.70269
Irf4_pips	3.90144
Irf6_pips	6.47937
Irf7_pips	5.15789
Irf8_pips	4.31291
Irs3_pips	3.67338
Irs4_pips	3.7605
Irx4_pips	4.47761
Irx5_pips	5.39494
Isg20_pips	6.60492
Isl1_pips	3.8267
Islr2_pips	4.78043
Islr_pips	4.12943
Isx_pips	4.5923
Itga10_pips	4.54504
Itga1_pips	3.98549
Itga4_pips	5.75545
Itga5_pips	4.84382
Itgae_pips	4.5954
Itgal_pips	4.86048
Itgam_pips	3.43344
Itgax_pips	4.41741
Itgb1bp2_pips	3.91055
Itgb1bp3_pips	4.39833
Itgb2_pips	3.64796
Itgb3_pips	4.7664
Itgb3bp_pips	6.14482
Itgb6_pips	2.85721
Itgbl1_pips	3.91133
Itih1_pips	4.72304
Itih3_pips	3.61742
Itih4_pips	3.93237
Itih5_pips	4.3009
Itk_pips	3.34257
Itln1_pips	4.09348
Itpka_pips	3.58894
Itpkb_pips	5.63837
Itpkc_pips	7.0193
Itpr2_pips	5.30331
Itsn1_pips	6.37802
Ivl_pips	4.16238
Iyd_pips	3.5308
Izumo1_pips	4.5336
Jakmip1_pips	3.17457
Jam2_pips	4.71378
Jarid1d_pips	3.23216
Jazf1_pips	3.64106
Jmjd2d_pips	3.24444
Jmjd4_pips	6.17589
Jmjd5_pips	5.72237
Jph3_pips	4.464
Katnal2_pips	4.97745
Kbtbd10_pips	2.42523
Kbtbd3_pips	5.33151
Kbtbd5_pips	4.60343
Kbtbd7_pips	5.00257
Kcna1_pips	3.98341
Kcna3_pips	4.12147
Kcna4_pips	3.20862
Kcna5_pips	2.9327
Kcna6_pips	4.47661
Kcnab2_pips	5.34276
Kcnab3_pips	4.64663
Kcnc1_pips	4.4208
Kcnc2_pips	2.67801
Kcnd1_pips	5.33323
Kcnd2_pips	3.02595
Kcnd3_pips	3.92001
Kcne1_pips	3.78884
Kcne1l_pips	3.74641
Kcne2_pips	4.15757
Kcne3_pips	2.30674
Kcnf1_pips	4.97203
Kcng1_pips	4.06629
Kcng4_pips	4.2489
Kcnh5_pips	2.21914
Kcnh8_pips	3.5288
Kcnip1_pips	4.90459
Kcnip2_pips	4.82038
Kcnip4_pips	6.55725
Kcnj10_pips	3.76518
Kcnj12_pips	4.57256
Kcnj14_pips	4.28429
Kcnj15_pips	3.14053
Kcnj16_pips	3.40947
Kcnj1_pips	3.92805
Kcnj2_pips	2.67454
Kcnj3_pips	4.40136
Kcnj5_pips	3.98177
Kcnj8_pips	4.58476
Kcnk10_pips	4.40975
Kcnk12_pips	5.06062
Kcnk2_pips	3.78931
Kcnk4_pips	5.07562
Kcnk5_pips	5.25632
Kcnk7_pips	5.5648
Kcnmb1_pips	3.86433
Kcnmb4_pips	4.73362
Kcnn1_pips	5.67326
Kcnn2_pips	4.40752
Kcnq1$Kcnq1_pips	4.50589
Kcnq3_pips	2.85858
Kcnq4_pips	5.35482
Kcnq5_pips	5.26619
Kcns1_pips	4.22263
Kcns2_pips	3.62932
Kcnt1_pips	4.17063
Kcnu1_pips	3.54952
Kcnv1_pips	3.38913
Kcnv2_pips	2.57524
Kctd12b_pips	4.25284
Kctd4_pips	3.37539
Kctd7_pips	5.66061
Kctd8_pips	4.30944
Kctd9_pips	7.53888
Keg1_pips	3.62131
Kel_pips	4.14285
Kera_pips	2.74161
Khk_pips	6.30579
Khsrp_pips	7.99106
Kif14_pips	2.93237
Kif15_pips	5.55055
Kif17_pips	5.39595
Kif24_pips	5.12455
Kif26a_pips	5.28178
Kif26b_pips	4.82909
Kif27_pips	4.60164
Kif2b_pips	2.48142
Kif5a$Kif5a_pips	3.62975
Kif9_pips	5.06481
Kifc1_pips	4.6221
Kin_pips	6.80903
Kirrel3_pips	4.29423
Kirrel_pips	4.55089
Kiss1r_pips	4.97857
Kitl_pips	4.18878
Kl_pips	3.50212
Klb_pips	4.08146
Klf12_pips	4.22883
Klf15_pips	4.96708
Klf17_pips	3.75365
Klf1_pips	4.54352
Klhdc6_pips	2.7743
Klhdc7a_pips	3.06561
Klhdc8b_pips	4.73536
Klhl10_pips	3.97697
Klhl11_pips	5.63634
Klhl14_pips	2.54675
Klhl15_pips	5.33865
Klhl1_pips	4.46382
Klhl28_pips	6.15522
Klhl30_pips	4.7761
Klhl32_pips	4.12346
Klhl4_pips	2.32602
Klhl6_pips	4.3393
Klk10_pips	7.75665
Klk11_pips	7.75096
Klk1b11_pips	4.83941
Klk1b16_pips	5.62648
Klk1b1_pips	3.77335
Klk1b24_pips	5.63953
Klk1b27_pips	6.95324
Klk1b3_pips	5.90899
Klk1b4$Klk1_pips	2.55044
Klk1b5$Klk1_pips	4.65618
Klk1b8_pips	4.67844
Klk4_pips	3.61178
Klk5_pips	4.24183
Klk6_pips	3.69167
Klk9_pips	4.04915
Klkb1_pips	3.76377
Klra17_pips	3.08914
Klra1_pips	2.27164
Klra2_pips	2.79923
Klra5_pips	3.70115
Klrb1a_pips	2.6374
Klrb1b_pips	2.47608
Klrb1c_pips	4.78956
Klrb1f_pips	4.12832
Klrc1_pips	2.35862
Klrc2_pips	2.54805
Klrc3$Klrc2_pips	2.33635
Klrd1_pips	2.70872
Klre1_pips	3.20373
Klrk1_pips	3.54355
Kmo_pips	4.01469
Kndc1_pips	4.14496
Kng1_pips	4.64384
Kprp_pips	4.58551
Krit1_pips	6.62613
Krt13_pips	7.81691
Krt14$Krt14_pips	6.11915
Krt15_pips	4.64186
Krt16_pips	6.88604
Krt17$Krt14_pips	4.25182
Krt18_pips	4.88169
Krt1_pips	4.39176
Krt20_pips	4.99153
Krt222_pips	3.85257
Krt23_pips	4.54187
Krt24_pips	3.65851
Krt25_pips	2.65224
Krt26_pips	3.24649
Krt27_pips	3.70049
Krt2_pips	2.50593
Krt33a_pips	3.08112
Krt34_pips	3.9192
Krt35_pips	3.82359
Krt36_pips	4.35229
Krt4_pips	4.43236
Krt6b_pips	5.06822
Krt71_pips	5.32365
Krt73_pips	3.2283
Krt77_pips	4.48298
Krt79_pips	4.75464
Krtap13-1_pips	3.84671
Krtap13_pips	2.9044
Krtap14_pips	3.04832
Krtap15_pips	3.01902
Krtap16-10_pips	2.26872
Krtap16-1_pips	2.62397
Krtap16-4_pips	3.95384
Krtap16-5_pips	2.72893
Krtap16-7_pips	4.07582
Krtap16-8_pips	2.70764
Krtap16-9_pips	2.59182
Krtap17-1_pips	3.91657
Krtap3-2_pips	2.52163
Krtap3-3_pips	3.15113
Krtap4-7_pips	2.67052
Krtap5-2_pips	3.80932
Krtap5-5_pips	4.12859
Krtap6-1_pips	3.1658
Krtap6-2_pips	3.57772
Krtap8-2_pips	3.68328
Krtcap3_pips	5.12943
Krtdap_pips	8.25
Ksr1_pips	5.33733
Ky_pips	3.65385
Kynu_pips	3.08645
L1cam_pips	4.39894
LOC100038857_pips	4.60626
LOC100038944_pips	5.4175
LOC100038947_pips	3.58341
LOC100039014_pips	5.26453
LOC100039031_pips	4.64699
LOC100039077_pips	4.84831
LOC100039087_pips	2.19098
LOC100039202_pips	2.94476
LOC100039355_pips	3.08799
LOC100039479_pips	2.7046
LOC100039495_pips	5.59424
LOC100039499_pips	2.41166
LOC100039535_pips	3.35069
LOC100039661_pips	4.9617
LOC100039796_pips	5.23225
LOC100040248_pips	2.50427
LOC100040854_pips	3.8861
LOC100041077_pips	2.78301
LOC100041294_pips	5.11853
LOC100041505_pips	2.99255
LOC100042319_pips	4.36249
LOC100042789_pips	4.49406
LOC100043536_pips	4.79423
LOC100044008_pips	5.49825
LOC100044048_pips	2.65031
LOC100044065_pips	4.12681
LOC100044104_pips	3.93868
LOC100044153_pips	2.9081
LOC100044161_pips	4.19605
LOC100044194_pips	5.09244
LOC100044222_pips	3.01256
LOC100044232_pips	3.20101
LOC100044271_pips	5.42389
LOC100044313_pips	3.93854
LOC100044356_pips	5.2218
LOC100044599_pips	3.61445
LOC100044643_pips	4.30936
LOC100044677_pips	3.2355
LOC100044683_pips	4.41167
LOC100044697_pips	5.21963
LOC100044699_pips	4.69519
LOC100044807_pips	4.48796
LOC100044885_pips	4.28022
LOC100044927_pips	3.60828
LOC100045019_pips	3.43858
LOC100045042_pips	3.93625
LOC100045044_pips	5.01958
LOC100045098_pips	4.52394
LOC100045228_pips	3.22545
LOC100045238_pips	5.35014
LOC100045241_pips	4.67025
LOC100045304_pips	5.52671
LOC100045307_pips	4.67872
LOC100045487_pips	5.55904
LOC100045628_pips	5.96173
LOC100045707_pips	4.37451
LOC100045728_pips	4.21955
LOC100045856_pips	2.80411
LOC100045903_pips	4.94399
LOC100045982_pips	4.3266
LOC100046068_pips	3.75456
LOC100046128_pips	4.21981
LOC100046207_pips	3.87144
LOC100046255_pips	4.58807
LOC100046274_pips	4.38647
LOC100046410_pips	3.58532
LOC100046433_pips	4.58273
LOC100046458_pips	3.13613
LOC100046837_pips	2.56001
LOC100046930_pips	6.89855
LOC100046946_pips	7.63833
LOC100046959_pips	4.13627
LOC100046963_pips	3.27149
LOC100047046_pips	4.13516
LOC100047091_pips	4.13584
LOC100047126_pips	5.49179
LOC100047138_pips	4.70916
LOC100047179_pips	5.08345
LOC100047200_pips	4.35448
LOC100047202_pips	2.66152
LOC100047259_pips	4.62936
LOC100047285_pips	5.31536
LOC100047299_pips	4.50249
LOC100047347_pips	6.72082
LOC100047360_pips	5.50258
LOC100047409_pips	5.66881
LOC100047598_pips	4.74756
LOC100047606_pips	4.28003
LOC100047659_pips	4.66922
LOC100047682_pips	2.99436
LOC100047782_pips	4.49102
LOC100047810_pips	2.57764
LOC100047837_pips	5.27298
LOC100047888_pips	4.01261
LOC100048041_pips	4.04758
LOC100048049_pips	4.39875
LOC100048058_pips	3.94089
LOC100048060_pips	3.18465
LOC100048071_pips	6.68037
LOC100048130_pips	3.99435
LOC100048154_pips	4.92971
LOC100048346_pips	3.99033
LOC100048479_pips	3.91769
LOC100048538_pips	3.60674
LOC100048604_pips	5.00554
LOC100048636_pips	4.13696
LOC100048815_pips	2.91051
LOC14210_pips	5.7503
LOC380843_pips	3.65631
LOC435565_pips	2.7617
LOC574418_pips	5.05538
LOC626578_pips	3.88708
LOC630963_pips	4.93619
LOC632073_pips	2.53826
LOC634379_pips	3.87285
LOC638935_pips	5.48898
LOC639910_pips	3.02612
LOC640746_pips	4.82847
LOC668727_pips	3.70894
LOC674761_pips	4.41545
LOC675405_pips	2.45649
Lag3_pips	4.95196
Lair1_pips	3.0915
Lama1_pips	4.01362
Lamb3_pips	6.25756
Lamc2_pips	6.58276
Lamc3_pips	4.23318
Lancl3_pips	3.39904
Laptm5_pips	5.79532
Larp6_pips	4.19377
Lat2_pips	3.8071
Lax1_pips	2.71206
Lbx2_pips	4.31905
Lbxcor1_pips	2.83817
Lca5_pips	5.21691
Lce1a1_pips	2.07922
Lce1a2_pips	5.06627
Lce1b_pips	4.87991
Lce1c_pips	2.88706
Lce1f_pips	3.53864
Lce1g_pips	2.74656
Lce1l_pips	2.30388
Lce3a_pips	5.07595
Lce3f_pips	4.92264
Lck_pips	4.86473
Lcn11_pips	4.48906
Lcn12_pips	4.36429
Lcn13_pips	3.60976
Lcn2_pips	5.66022
Lcn3_pips	3.93757
Lcn4_pips	3.01959
Lcn5_pips	4.39328
Lcn9_pips	3.91697
Lcor_pips	6.62012
Lcorl_pips	5.35493
Lcp1_pips	3.99122
Lcp2_pips	4.11322
Lct_pips	3.29935
Ldb2_pips	2.94417
Ldhal6b_pips	4.9373
Ldhc_pips	4.21504
Ldoc1_pips	3.81602
Leap2_pips	3.28757
Lect1_pips	3.46422
Lect2_pips	4.13142
Lef1_pips	3.92282
Lefty2_pips	3.78229
Lemd1_pips	6.89807
Lenep$Flad1_pips	5.04509
Leng8_pips	7.36543
Leng9_pips	7.09999
Lep_pips	3.67027
Lepr_pips	4.04703
Letm2_pips	4.85797
Letmd1_pips	5.27948
Lfng_pips	6.23605
Lgals12_pips	3.90422
Lgals6_pips	3.28869
Lgi1_pips	2.73699
Lgi2_pips	4.27379
Lgi3_pips	3.54434
Lgi4_pips	4.82005
Lgr6_pips	4.96273
Lhb_pips	5.24245
Lhcgr_pips	2.88048
Lhfpl3_pips	2.90981
Lhfpl4_pips	4.30302
Lhx1_pips	3.29675
Lhx2_pips	3.47148
Lhx3_pips	4.62565
Lhx4_pips	4.94201
Lhx5_pips	3.31849
Lhx6_pips	3.98949
Lhx8_pips	2.6761
Lhx9_pips	4.34455
Lif_pips	5.62652
Lifr_pips	6.1679
Lig4_pips	6.47441
Lilrb3_pips	3.8783
Lim2_pips	4.63115
Lin28_pips	3.66335
Lin28b_pips	2.83132
Lin52_pips	6.38436
Lin7a_pips	3.97112
Lin7b_pips	4.64886
Lin9_pips	6.13279
Lincr_pips	4.64928
Lingo1_pips	5.65586
Lingo2_pips	3.59696
Lipc_pips	3.77248
Lipe_pips	5.55841
Lipf_pips	3.39299
Liph_pips	7.74046
Lipi_pips	3.76153
Lipk_pips	3.26154
Lipn_pips	2.47889
Lman1l_pips	3.81174
Lmbr1_pips	6.94899
Lmbr1l_pips	5.74555
Lmln_pips	4.26462
Lmo3_pips	3.56518
Lmo6_pips	3.88621
Lmod2_pips	2.65181
Lmod3_pips	2.95354
Lmtk3_pips	5.11771
Lmx1a_pips	3.82064
Lmx1b_pips	4.71333
Lnx1_pips	3.4084
Lonrf2_pips	3.22388
Lonrf3_pips	4.95409
Lphn3_pips	3.55725
Lpin3_pips	4.99687
Lpo_pips	4.51958
Lpxn_pips	3.68
Lrat_pips	2.57166
Lrch1_pips	5.80315
Lrfn2_pips	4.11667
Lrfn5_pips	2.67905
Lrg1_pips	4.96496
Lrig2_pips	5.96969
Lrit1_pips	2.54802
Lrit2_pips	2.41983
Lrmp_pips	6.94207
Lrp1b_pips	2.57459
Lrp2_pips	3.59256
Lrp2bp_pips	2.65937
Lrp3_pips	5.43315
Lrp4_pips	4.19299
Lrp5_pips	6.24976
Lrp6_pips	6.32533
Lrrc24_pips	3.93174
Lrrc26_pips	5.94452
Lrrc27_pips	5.47175
Lrrc2_pips	3.56784
Lrrc33_pips	4.07844
Lrrc36_pips	3.42896
Lrrc39_pips	2.62094
Lrrc3_pips	3.94091
Lrrc3b_pips	4.38623
Lrrc41_pips	2.87604
Lrrc44_pips	3.81375
Lrrc46_pips	5.59791
Lrrc48_pips	5.00137
Lrrc49_pips	4.70408
Lrrc4_pips	3.32646
Lrrc4c_pips	3.35942
Lrrc50_pips	4.40321
Lrrc52_pips	2.49936
Lrrc56_pips	4.99522
Lrrc62_pips	5.24769
Lrrc6_pips	2.23175
Lrrc9_pips	3.38579
Lrrcc1_pips	5.9272
Lrrn1_pips	2.84208
Lrrn2_pips	4.78787
Lrrn3_pips	3.14066
Lrrtm1_pips	3.10425
Lrrtm2_pips	2.97694
Lrrtm3_pips	2.95357
Lrrtm4_pips	2.35344
Lrsam1_pips	8.10231
Lrtm1_pips	4.17036
Lrtm2_pips	3.7721
Lsamp_pips	4.95081
Lss_pips	6.06684
Lta_pips	4.11959
Ltb4r2_pips	4.122
Ltb_pips	4.30008
Ltc4s_pips	5.57686
Luzp2_pips	2.3649
Ly6e_pips	5.48286
Ly6f_pips	6.07431
Ly6g6c_pips	5.14617
Ly6g6d_pips	5.44959
Ly6i_pips	4.65893
Ly6k_pips	4.24587
Ly86_pips	4.0776
Ly9_pips	4.23572
Lyg1_pips	4.12197
Lyg2_pips	4.00622
Lyl1_pips	3.98228
Lypd4_pips	4.42647
Lypd5_pips	4.78143
Lypd6_pips	3.37274
Lyrm1_pips	6.345
Lyrm7_pips	4.11252
Lysmd4_pips	5.12746
Lyst_pips	5.31752
Lyve1_pips	3.01393
Lyz$Lyz_pips	3.47336
Lyzl1_pips	4.08201
Lyzl4_pips	3.61075
Lyzl6_pips	2.64128
Lyzs$Lyz_pips	4.49556
Lzic_pips	7.11938
Mab21l1_pips	4.01715
Macrod2_pips	4.39518
Madcam1_pips	4.71894
Madd_pips	6.1879
Mael_pips	2.60604
Maf$LOC100047419_pips	4.33206
Mafb_pips	3.81893
Magea5$Magea1_pips	2.80831
Magea6$Magea1_pips	2.80758
Mageb1_pips	2.99136
Magi1_pips	3.96683
Magi2_pips	5.25061
Magix_pips	4.81302
Mak_pips	4.2178
Mal2_pips	2.82293
Mall_pips	6.15135
Malt1_pips	5.25474
Mamdc4_pips	5.95848
Mansc1_pips	5.20431
Maob_pips	3.44167
Map3k14_pips	5.73649
Map3k1_pips	5.18571
Map3k2_pips	3.53452
Map3k7ip1_pips	6.96004
Map3k8_pips	5.16727
Map3k9_pips	4.42627
Map4k1_pips	6.09216
Map4k2_pips	5.4406
Map6d1_pips	4.19411
Mapk10_pips	2.99686
Mapk15_pips	5.59163
Mapk4_pips	5.35262
Mapk8ip3_pips	6.25901
Mark1_pips	5.85002
Mark4_pips	5.71179
Mars2_pips	5.07819
Marveld2_pips	2.636
Marveld3_pips	4.9984
Masp1_pips	3.58184
Masp2_pips	4.22849
Mastl_pips	6.5958
Mat1a_pips	2.93982
Matk_pips	4.7054
Matn1_pips	3.04036
Matn2_pips	3.39295
Matn3_pips	4.66599
Mb_pips	5.39032
Mbd3l1_pips	3.32542
Mbd3l2_pips	3.2309
Mbd6_pips	7.00001
Mbl1_pips	4.44714
Mbl2_pips	3.34387
Mbp_pips	5.55447
Mc1r_pips	3.93622
Mc2r_pips	3.74583
Mc5r_pips	5.05673
Mcart6_pips	5.17268
Mcf2_pips	2.85325
Mcm9_pips	4.67838
Mcoln2_pips	4.0517
Mcoln3_pips	3.73946
Mcpt1_pips	3.12654
Mcpt2_pips	3.82409
Mcpt4_pips	4.1875
Mctp1_pips	4.87813
Mctp2_pips	6.57723
Mdfi_pips	5.6093
Mdga1_pips	4.77855
Mdga2_pips	3.85357
Mdh1b_pips	3.36491
Mdm1_pips	5.34487
Mds1_pips	4.63284
Me3_pips	4.34792
Mef2c_pips	4.26668
Megf10_pips	3.94183
Megf11_pips	3.64384
Megf9_pips	6.67805
Meig1_pips	2.3342
Meis1_pips	5.44837
Meox2_pips	4.07839
Mep1b_pips	3.348
Mertk_pips	5.26061
Mesp2_pips	4.97546
Mett5d1_pips	5.89256
Mettl7b_pips	4.67174
Mfi2_pips	4.29624
Mfsd4_pips	4.38124
Mfsd8_pips	5.43511
Mfsd9_pips	5.70881
Mgat4a_pips	5.34141
Mgat4c_pips	3.31884
Mgat5b_pips	3.48878
Mgl1_pips	4.12678
Mgl2_pips	3.51566
Mgst2_pips	6.31673
Mia1_pips	4.37522
Mia2_pips	3.12201
Micall2_pips	5.2893
Mid1_pips	4.09388
Mid2_pips	4.40841
Miox_pips	3.47322
Mip_pips	3.51687
Mkl2_pips	5.63904
Mknk1_pips	6.5351
Mlana_pips	3.67206
Mlc1_pips	5.08479
Mllt11_pips	7.62866
Mlph_pips	4.91864
Mlstd1_pips	2.80029
Mlxipl_pips	4.15916
Mlze_pips	5.24123
Mmd2_pips	4.72017
Mme_pips	7.1293
Mmel1_pips	3.76778
Mmp12_pips	3.12039
Mmp15_pips	5.0911
Mmp19_pips	4.26598
Mmp1b_pips	2.61188
Mmp20_pips	2.85642
Mmp24$LOC100045083_pips	5.25739
Mmp8_pips	3.77798
Mmrn2_pips	5.40086
Mn1_pips	4.32875
Mnx1_pips	2.60879
Mobkl2b_pips	5.31971
Mobkl2c_pips	5.36292
Mobp_pips	4.29458
Mog_pips	2.54788
Mon1b_pips	5.9832
Morc2b_pips	3.96081
Morn1_pips	4.71323
Morn3_pips	4.02199
Mos_pips	3.65928
Moxd2_pips	3.97362
Mpeg1_pips	5.5164
Mpo_pips	3.892
Mpp2_pips	5.52491
Mpp3_pips	4.50714
Mpp4_pips	3.0938
Mpz_pips	4.67029
Mrap_pips	4.05226
Mrc1_pips	3.79253
Mrgpra3_pips	4.31102
Mrgpra4_pips	3.16772
Mrgprb1_pips	2.33926
Mrgpre_pips	5.16922
Mrgprg_pips	4.5709
Mrgprh_pips	3.01597
Mro_pips	3.54581
Mrpl38_pips	5.75878
Mrvi1_pips	3.78636
Ms4a10_pips	4.43825
Ms4a13_pips	3.71978
Ms4a1_pips	3.23192
Ms4a2_pips	3.20653
Ms4a3_pips	4.20166
Ms4a4b_pips	5.11331
Ms4a4d_pips	2.76297
Ms4a6b_pips	2.99664
Ms4a6c_pips	4.63853
Ms4a6d_pips	2.43576
Msgn1_pips	5.25916
Msh4_pips	3.85763
Msh5_pips	5.64497
Msi1_pips	5.29318
Msmb_pips	3.77738
Mst1r_pips	5.96959
Mt1_pips	5.78662
Mt3_pips	4.88158
Mt4_pips	7.2177
Mtac2d1_pips	2.53861
Mtcp1_pips	5.47809
Mthfr_pips	6.0379
Mtl5_pips	5.36384
Mtmr11_pips	5.70169
Mtnr1a_pips	4.59747
Muc10_pips	2.56756
Muc13_pips	2.20588
Muc15_pips	2.93909
Muc1_pips	6.0517
Muc20_pips	5.2395
Muc4_pips	3.17909
Muc5ac_pips	5.72219
Muc6_pips	3.85194
Mug1$Mug-ps1_pips	2.83449
Mup4_pips	2.59336
Mup5_pips	3.93437
Mupcdh_pips	5.10974
Mus81_pips	6.1696
Musk_pips	4.92387
Mustn1_pips	4.92976
Mx1_pips	3.13661
Mx2_pips	4.67313
Mxd1_pips	6.6655
Myb_pips	5.40833
Mybl1_pips	6.14116
Mybpc2_pips	5.30667
Mybph_pips	5.15786
Mybphl_pips	4.22058
Mycbpap_pips	3.20171
Mycl1_pips	4.68536
Mycs_pips	4.30007
Myf5_pips	2.24334
Myf6_pips	3.06202
Myh11_pips	3.84288
Myh1_pips	3.54881
Myh2_pips	2.81962
Myh3_pips	3.64828
Myh4_pips	3.30746
Myh6$LOC674761_pips	2.71878
Myh7b_pips	5.94198
Myh8_pips	2.76383
Myl1_pips	4.61816
Myl2_pips	3.48812
Myl4_pips	4.91246
Myl6b_pips	5.14425
Myl7_pips	5.2944
Mylc2pl_pips	4.3729
Mylk2_pips	4.98086
Myo15_pips	5.23407
Myo16_pips	3.49352
Myo1a_pips	6.55131
Myo1d_pips	4.52677
Myo1e_pips	7.17453
Myo1g_pips	9.02836
Myo3a_pips	3.9981
Myo3b_pips	2.82193
Myo5b_pips	4.345
Myo5c_pips	2.68907
Myo6_pips	6.32831
Myo7a_pips	4.92119
Myo9b_pips	7.05956
Myoc_pips	3.47886
Myocd_pips	3.76792
Myod1_pips	4.67875
Myog_pips	4.34552
Myom1_pips	3.80581
Myom2_pips	3.14622
Myom3_pips	4.01997
Myot_pips	2.65519
Myoz1_pips	5.06862
Myoz2_pips	3.91333
Myrip_pips	2.90421
Myt1_pips	3.11646
Myt1l_pips	4.63974
Naaladl1_pips	4.69006
Nadsyn1_pips	6.22727
Nags_pips	4.52515
Naip1_pips	3.15892
Naip2_pips	3.09931
Naip5_pips	2.62468
Nanog_pips	4.43026
Nap1l5_pips	3.77305
Napb_pips	4.56379
Napsa_pips	5.17562
Nat3_pips	2.92128
Nav3_pips	3.79172
Ncald_pips	4.91421
Ncam2_pips	3.26663
Ncf1_pips	4.05366
Ncf4_pips	4.79925
Nckap1l_pips	4.02595
Ncr1_pips	4.06371
Ncstn_pips	7.58578
Ndg1_pips	2.44344
Ndph_pips	3.85066
Ndst3_pips	3.45255
Ndst4_pips	3.88577
Ndufa12_pips	5.02331
Neb_pips	2.38017
Nebl_pips	4.23862
Nedd9_pips	4.69137
Nefm_pips	2.91949
